lon,lat,Y,lambda_est,sigma_ou_sq_est,sigma_i_sq
-79.5000000000,52.5999984741,-0.0000009276,1.1995151107,0.1203936934,0.0502843171
-79.5000000000,52.7000007629,0.0000003813,1.2407972158,0.1242311969,0.0501610395
-79.5000000000,52.7999992371,0.0000000699,1.2651040769,0.1291686743,0.0511506118
-79.5000000000,52.9000015259,0.0000001781,1.2531831412,0.1339708865,0.0535522378
-79.5000000000,53.0000000000,-0.0000001759,1.2000558057,0.1370026022,0.0571817630
-79.5000000000,53.0999984741,0.0000000431,1.1408910257,0.1398715526,0.0613992606
-79.5000000000,53.2000007629,0.0000000241,1.1359796876,0.1439295709,0.0634504157
-79.5000000000,53.2999992371,0.0000002840,1.2303950899,0.1503188908,0.0611856188
-79.5000000000,53.4000015259,-0.0000003741,1.3332843641,0.1570293456,0.0589881674
-79.5000000000,53.5000000000,0.0000000509,1.4288666604,0.1618746668,0.0567444271
-79.5000000000,53.5999984741,0.0000000554,1.5049574912,0.1636331528,0.0544647092
-79.5000000000,53.7000007629,-0.0000002866,1.5831369027,0.1656371355,0.0524129539
-79.5000000000,53.7999992371,-0.0000002996,1.6792224190,0.1657207310,0.0494444850
-79.5000000000,53.9000015259,0.0000007331,1.7882797464,0.1628919393,0.0456443114
-79.5000000000,54.0000000000,-0.0000002143,1.8647289568,0.1598758548,0.0429683896
-79.5000000000,54.0999984741,0.0000000571,1.8860558372,0.1574798971,0.0418484716
-79.5000000000,54.2000007629,-0.0000004447,1.8792759927,0.1560145319,0.0416092122
-79.5000000000,54.2999992371,-0.0000000063,1.8594099009,0.1545464844,0.0416579384
-79.5000000000,55.0000000000,0.0000004947,1.3744656419,0.1340710223,0.0488720530
-79.5000000000,55.0999984741,-0.0000000071,1.3719036531,0.1337745190,0.0488550706
-79.5000000000,55.2000007629,-0.0000002326,1.3678840675,0.1335845739,0.0489289092
-79.5000000000,56.7000007629,0.0000002016,0.9267875279,0.0543151051,0.0294028895
-79.5000000000,56.7999992371,-0.0000000601,0.9682385181,0.0543105900,0.0281460801
-79.5000000000,56.9000015259,-0.0000004960,0.9860093786,0.0537774786,0.0273702673
-79.5000000000,57.0000000000,0.0000000124,0.9273257616,0.0519791022,0.0281263443
-79.5000000000,57.0999984741,-0.0000001172,0.8483269467,0.0503800660,0.0297937792
-79.5000000000,57.2000007629,0.0000000520,0.7756766952,0.0478544310,0.0309468923
-79.5000000000,57.2999992371,0.0000003717,0.7156281550,0.0437374748,0.0306587997
-79.5000000000,57.4000015259,0.0000004168,0.6554284893,0.0398681536,0.0305138089
-79.5000000000,57.5000000000,0.0000004050,0.6097865579,0.0368393846,0.0303067864
-79.5000000000,57.5999984741,-0.0000002221,0.5709055697,0.0342886895,0.0301300884
-79.5000000000,57.7000007629,0.0000004416,0.5348013698,0.0320337787,0.0300492303
-79.5000000000,57.7999992371,0.0000001560,0.5109103519,0.0305603072,0.0300077001
-79.5000000000,57.9000015259,0.0000002915,0.4886489565,0.0292839091,0.0300641580
-79.5000000000,58.0000000000,-0.0000004043,0.4704808544,0.0283908620,0.0302721757
-79.5000000000,58.0999984741,-0.0000001054,0.4577253231,0.0279865265,0.0306713111
-79.5000000000,58.2000007629,-0.0000001583,0.4463572933,0.0277469940,0.0311815959
-79.5000000000,58.2999992371,0.0000001239,0.4375959820,0.0279481821,0.0320337736
-79.5000000000,58.4000015259,-0.0000002503,0.4303028660,0.0283854716,0.0330831309
-79.5000000000,58.5000000000,0.0000001083,0.4260099853,0.0290108249,0.0341494658
-79.5000000000,58.5999984741,-0.0000002257,0.4386100572,0.0302133858,0.0345421945
-79.5000000000,58.7000007629,0.0000002815,0.4517089309,0.0315472744,0.0350199144
-79.5000000000,58.7999992371,0.0000000516,0.4668916806,0.0330357961,0.0354784373
-79.5000000000,58.9000015259,0.0000000757,0.4841797143,0.0347027071,0.0359365975
-79.5000000000,59.0000000000,-0.0000000460,0.5018867345,0.0365354680,0.0364981208
-79.5000000000,59.0999984741,-0.0000002523,0.5241054574,0.0387805626,0.0370969078
-79.5000000000,59.2000007629,-0.0000002373,0.5477864895,0.0413225181,0.0378177230
-79.5000000000,59.2999992371,0.0000000958,0.5707400513,0.0436853319,0.0383707783
-79.5000000000,59.4000015259,0.0000002238,0.5913950949,0.0454303734,0.0385094946
-79.5000000000,59.5000000000,0.0000001869,0.6125038229,0.0473399274,0.0387445975
-79.5000000000,59.5999984741,-0.0000003919,0.6165991652,0.0474241711,0.0385562401
-79.5000000000,59.7000007629,-0.0000004455,0.6169874980,0.0471774712,0.0383321128
-79.5000000000,59.7999992371,0.0000000680,0.6159629500,0.0468235165,0.0381083871
-79.5000000000,59.9000015259,0.0000003527,0.6109741224,0.0460277312,0.0377674964
-79.5000000000,60.0000000000,0.0000003820,0.6059501563,0.0453335717,0.0375070138
-79.0000000000,20.1000003815,-0.0000005429,0.3438464152,0.0103935013,0.0152135809
-79.0000000000,20.2000007629,-0.0000022431,0.3378134906,0.0102483919,0.0152687132
-79.0000000000,20.2999992371,0.0000014787,0.3316646165,0.0101405578,0.0153873675
-79.0000000000,20.3999996185,0.0000003286,0.3254979585,0.0100704981,0.0155693721
-79.0000000000,20.5000000000,0.0000000286,0.3194025844,0.0100385519,0.0158145752
-79.0000000000,22.8999996185,0.0000005608,0.4630114280,0.0262540802,0.0284514387
-79.0000000000,23.0000000000,0.0000006536,0.4768897179,0.0260358211,0.0273975282
-79.0000000000,23.1000003815,-0.0000003322,0.4876169572,0.0259356890,0.0266943264
-79.0000000000,23.2000007629,0.0000004358,0.4940588535,0.0259361900,0.0263480774
-79.0000000000,23.2999992371,0.0000010537,0.4954961702,0.0260265600,0.0263631293
-79.0000000000,23.3999996185,-0.0000006251,0.5101634864,0.0268519204,0.0264169760
-79.0000000000,23.5000000000,-0.0000011466,0.5313963438,0.0280615557,0.0265036025
-79.0000000000,23.6000003815,-0.0000011751,0.5526061373,0.0294140819,0.0267139660
-79.0000000000,23.7000007629,-0.0000000071,0.5733351098,0.0309029017,0.0270501214
-79.0000000000,23.7999992371,-0.0000003107,0.5908266491,0.0318000652,0.0270115021
-79.0000000000,23.8999996185,0.0000001429,0.5943742170,0.0287236683,0.0242629494
-79.0000000000,24.0000000000,-0.0000015502,0.5985573752,0.0262067337,0.0219915803
-79.0000000000,24.1000003815,-0.0000002465,0.6033013035,0.0242495108,0.0201973466
-79.0000000000,24.2000007629,0.0000003858,0.6084092729,0.0228521768,0.0188802667
-79.0000000000,24.2999992371,0.0000009715,0.6046124780,0.0214512572,0.0178396745
-79.0000000000,24.3999996185,-0.0000004179,0.5904573481,0.0199227761,0.0169706311
-79.0000000000,24.5000000000,-0.0000000571,0.5720093683,0.0186195821,0.0163755919
-79.0000000000,24.6000003815,-0.0000004536,0.5502811935,0.0175538901,0.0160499274
-79.0000000000,24.7000007629,0.0000001072,0.5270522122,0.0167738758,0.0160129166
-79.0000000000,24.7999992371,0.0000004465,0.5225102505,0.0179475788,0.0172743796
-79.0000000000,24.8999996185,0.0000005001,0.5252559850,0.0197934974,0.0189417628
-79.0000000000,25.0000000000,0.0000003536,0.5335190568,0.0223159529,0.0210139230
-79.0000000000,25.1000003815,0.0000018931,0.5457394605,0.0255266987,0.0234872576
-79.0000000000,26.6000003815,0.0000005143,0.4693406049,0.0281084757,0.0300446451
-79.0000000000,26.7000007629,0.0000006751,0.4667330351,0.0272719227,0.0293157621
-79.0000000000,26.7999992371,-0.0000003429,0.4648570793,0.0266268030,0.0287397736
-79.0000000000,26.8999996185,0.0000011073,0.4637711799,0.0261723567,0.0283168856
-79.0000000000,27.0000000000,0.0000003000,0.4622119363,0.0262956358,0.0285454314
-79.0000000000,27.1000003815,-0.0000005322,0.4598553729,0.0269615464,0.0294152456
-79.0000000000,27.2000007629,0.0000006965,0.4577703212,0.0278152786,0.0304812604
-79.0000000000,27.2999992371,0.0000005036,0.4559641090,0.0288566463,0.0317435501
-79.0000000000,27.3999996185,-0.0000007179,0.4544140060,0.0299796108,0.0330871113
-79.0000000000,27.5000000000,-0.0000012180,0.4531329521,0.0299608689,0.0331596889
-79.0000000000,27.6000003815,0.0000003393,0.4525782251,0.0301134679,0.0333687989
-79.0000000000,27.7000007629,-0.0000001857,0.4527391405,0.0304372404,0.0337145450
-79.0000000000,27.7999992371,0.0000005465,0.4535938546,0.0309322979,0.0341969103
-79.0000000000,27.8999996185,-0.0000006286,0.4506655600,0.0309617668,0.0344511570
-79.0000000000,28.0000000000,-0.0000012144,0.4460036831,0.0308057591,0.0346353192
-79.0000000000,28.1000003815,0.0000006001,0.4420899255,0.0308141932,0.0349505942
-79.0000000000,28.2000007629,-0.0000002429,0.4389207513,0.0309856720,0.0353975702
-79.0000000000,28.2999992371,-0.0000002179,0.4357584660,0.0310682189,0.0357484398
-79.0000000000,28.3999996185,0.0000002500,0.4307595918,0.0304701664,0.0354679488
-79.0000000000,28.5000000000,-0.0000011358,0.4262511482,0.0300176572,0.0353112333
-79.0000000000,28.6000003815,0.0000004608,0.4222629397,0.0297093242,0.0352787020
-79.0000000000,28.7000007629,0.0000001179,0.4188152785,0.0295438655,0.0353707590
-79.0000000000,28.7999992371,-0.0000009251,0.4166661637,0.0289566051,0.0348479681
-79.0000000000,28.8999996185,-0.0000002786,0.4148691276,0.0284031108,0.0343314105
-79.0000000000,29.0000000000,0.0000007108,0.4132739939,0.0279929452,0.0339672958
-79.0000000000,29.1000003815,-0.0000006394,0.4119043947,0.0277258251,0.0337556558
-79.0000000000,29.2000007629,0.0000006429,0.4104491389,0.0273319911,0.0333952229
-79.0000000000,29.2999992371,0.0000007429,0.4088307628,0.0267838836,0.0328566881
-79.0000000000,29.3999996185,-0.0000004286,0.4074503535,0.0264026225,0.0324998031
-79.0000000000,29.5000000000,-0.0000009644,0.4063344265,0.0261879526,0.0323246294
-79.0000000000,29.6000003815,0.0000006286,0.4054173467,0.0260920767,0.0322792800
-79.0000000000,29.7000007629,0.0000001607,0.4042666652,0.0257842112,0.0319901031
-79.0000000000,29.7999992371,-0.0000009072,0.4037987812,0.0256991163,0.0319216863
-79.0000000000,29.8999996185,-0.0000003072,0.4040226144,0.0258364771,0.0320740482
-79.0000000000,30.0000000000,-0.0000001857,0.4049253844,0.0261963531,0.0324471362
-79.0000000000,30.1000003815,0.0000017502,0.4031250070,0.0263135675,0.0327369824
-79.0000000000,30.2000007629,-0.0000000393,0.4015988713,0.0266030692,0.0332214441
-79.0000000000,30.2999992371,-0.0000000500,0.4014176395,0.0272183325,0.0340027609
-79.0000000000,30.3999996185,-0.0000011001,0.4024921996,0.0281591360,0.0350809710
-79.0000000000,30.5000000000,0.0000009644,0.4018705793,0.0291433241,0.0363595891
-79.0000000000,30.6000003815,-0.0000000500,0.3991305277,0.0301295873,0.0378440276
-79.0000000000,30.7000007629,0.0000015823,0.3977914242,0.0314777456,0.0396656413
-79.0000000000,30.7999992371,-0.0000022467,0.3976824495,0.0331864916,0.0418248632
-79.0000000000,30.8999996185,0.0000014787,0.3972831321,0.0350227095,0.0441777706
-79.0000000000,31.0000000000,-0.0000001393,0.3900275029,0.0358106643,0.0460078706
-79.0000000000,31.1000003815,-0.0000008930,0.3838335054,0.0368879065,0.0481519626
-79.0000000000,31.2000007629,-0.0000008608,0.3786336036,0.0382505693,0.0506113240
-79.0000000000,31.2999992371,-0.0000000822,0.3743427848,0.0398951508,0.0533869237
-79.0000000000,31.3999996185,-0.0000003072,0.3649138950,0.0399220474,0.0548006403
-79.0000000000,31.5000000000,0.0000012358,0.3556768095,0.0400105417,0.0563456430
-79.0000000000,31.6000003815,0.0000002322,0.3476070643,0.0404572971,0.0582940088
-79.0000000000,31.7000007629,-0.0000002929,0.3406749933,0.0412542671,0.0606478358
-79.0000000000,31.7999992371,0.0000002429,0.3319991702,0.0412777103,0.0622653818
-79.0000000000,31.8999996185,-0.0000011894,0.3229360406,0.0410717800,0.0636911990
-79.0000000000,32.0000000000,0.0000000679,0.3154425747,0.0414010957,0.0657238235
-79.0000000000,32.0999984741,-0.0000002429,0.3094462183,0.0422499813,0.0683670830
-79.0000000000,32.2000007629,-0.0000005393,0.3026006497,0.0429857597,0.0711272098
-79.0000000000,32.2999992371,-0.0000000536,0.2932329583,0.0431432649,0.0736648291
-79.0000000000,32.4000015259,-0.0000000964,0.2853416488,0.0438229255,0.0768902718
-79.0000000000,32.5000000000,-0.0000003893,0.2788315796,0.0450075939,0.0808074901
-79.0000000000,51.7000007629,0.0000002584,0.8255053036,0.1134648770,0.0688244991
-79.0000000000,51.7999992371,-0.0000005683,0.8490451985,0.1111703739,0.0655678774
-79.0000000000,51.9000015259,0.0000002809,0.8730183052,0.1090551987,0.0625587125
-79.0000000000,52.0000000000,-0.0000003196,0.9156575360,0.1061086208,0.0580412152
-79.0000000000,52.0999984741,-0.0000000019,0.9588473008,0.1031836420,0.0539060867
-79.0000000000,52.2000007629,-0.0000003766,0.9679891123,0.1011066660,0.0523251050
-79.0000000000,52.2999992371,-0.0000001039,0.9272812357,0.1013211906,0.0547334740
-79.0000000000,52.4000015259,0.0000002952,0.8577466726,0.1033314988,0.0603342755
-79.0000000000,52.5000000000,-0.0000001845,0.7873961032,0.1053678244,0.0670090335
-79.0000000000,52.5999984741,-0.0000000237,0.7855256506,0.1075392589,0.0685505075
-79.0000000000,52.7000007629,0.0000004272,0.8861850514,0.1112990528,0.0628967334
-79.0000000000,52.7999992371,0.0000005247,0.9923259538,0.1171528921,0.0591294407
-79.0000000000,52.9000015259,-0.0000000672,1.0836216926,0.1244534701,0.0575247779
-79.0000000000,53.0000000000,0.0000000534,1.0928835928,0.1287291646,0.0589942708
-79.0000000000,53.0999984741,0.0000000087,1.0069263612,0.1282949150,0.0638062053
-79.0000000000,53.2000007629,-0.0000000813,0.9727805424,0.1297841370,0.0668078192
-79.0000000000,53.2999992371,-0.0000007541,1.1079313006,0.1398279965,0.0632031890
-79.0000000000,53.4000015259,-0.0000001353,1.2612368230,0.1507305652,0.0598550604
-79.0000000000,55.0000000000,-0.0000004192,1.1946436063,0.1364842057,0.0572233986
-79.0000000000,55.0999984741,-0.0000002304,1.1932720863,0.1364516169,0.0572753997
-79.0000000000,55.2000007629,0.0000000214,1.1919311217,0.1365320981,0.0573734848
-79.0000000000,56.7000007629,0.0000001409,0.8995802160,0.0504044667,0.0281155487
-79.0000000000,56.7999992371,0.0000004449,0.9198438503,0.0489295945,0.0266966851
-79.0000000000,56.9000015259,-0.0000005540,0.9287213321,0.0474184006,0.0256288637
-79.0000000000,57.0000000000,-0.0000005277,0.9110971036,0.0458755009,0.0252759668
-79.0000000000,57.0999984741,0.0000003214,0.8631211552,0.0437578969,0.0254486412
-79.0000000000,57.2000007629,0.0000005553,0.7926557420,0.0410949178,0.0260222987
-79.0000000000,57.2999992371,0.0000000305,0.7158818919,0.0381974950,0.0267786292
-79.0000000000,57.4000015259,-0.0000004305,0.6430839792,0.0354854539,0.0276900621
-79.0000000000,57.5000000000,0.0000006135,0.5910713329,0.0332044885,0.0281883936
-79.0000000000,57.5999984741,0.0000001980,0.5478087368,0.0311857294,0.0285640672
-79.0000000000,57.7000007629,0.0000000270,0.5081389165,0.0293680374,0.0289976463
-79.0000000000,57.7999992371,0.0000000909,0.4787239357,0.0277557671,0.0290893246
-79.0000000000,57.9000015259,-0.0000000531,0.4509344001,0.0262880232,0.0292483897
-79.0000000000,58.0000000000,0.0000001719,0.4260338328,0.0250484999,0.0294973131
-79.0000000000,58.0999984741,-0.0000003078,0.4043986290,0.0240706094,0.0298609928
-79.0000000000,58.2000007629,0.0000004364,0.3842089823,0.0232121777,0.0303077499
-79.0000000000,58.2999992371,-0.0000000734,0.3639179642,0.0224713217,0.0309741584
-79.0000000000,58.4000015259,0.0000004507,0.3448031793,0.0218585525,0.0317971446
-79.0000000000,58.5000000000,0.0000003500,0.3292984351,0.0214038640,0.0325991888
-79.0000000000,58.5999984741,-0.0000001022,0.3292466964,0.0213268306,0.0324873115
-79.0000000000,58.7000007629,0.0000003058,0.3300039238,0.0213901885,0.0325089911
-79.0000000000,58.7999992371,-0.0000001540,0.3432033367,0.0223995987,0.0327331308
-79.0000000000,58.9000015259,0.0000001703,0.3697355202,0.0245063994,0.0332404451
-79.0000000000,59.0000000000,-0.0000004983,0.3985707427,0.0270123295,0.0339864932
-79.0000000000,59.0999984741,-0.0000000328,0.4366134758,0.0304515436,0.0349724276
-79.0000000000,59.2000007629,-0.0000000567,0.4781087898,0.0345632583,0.0362458093
-79.0000000000,59.2999992371,-0.0000000490,0.5141560189,0.0381633751,0.0372126406
-79.0000000000,59.4000015259,-0.0000003342,0.5385208292,0.0400918163,0.0373240164
-79.0000000000,59.5000000000,0.0000003136,0.5635355087,0.0422464721,0.0375834163
-79.0000000000,59.5999984741,-0.0000001250,0.5745791408,0.0429497138,0.0374749330
-79.0000000000,59.7000007629,-0.0000000387,0.5825963931,0.0434076674,0.0373536356
-79.0000000000,59.7999992371,0.0000006166,0.5880622707,0.0436602868,0.0372221629
-79.0000000000,59.9000015259,-0.0000003878,0.5866976267,0.0431993566,0.0369156906
-79.0000000000,60.0000000000,0.0000001289,0.5850067406,0.0428259335,0.0367029403
-78.5000000000,20.1000003815,0.0000004358,0.3891146724,0.0106236488,0.0137510514
-78.5000000000,20.2000007629,0.0000001179,0.3831157855,0.0105283298,0.0138404019
-78.5000000000,20.2999992371,0.0000001536,0.3761190759,0.0104548335,0.0139983027
-78.5000000000,20.3999996185,-0.0000001107,0.3683509962,0.0104051130,0.0142239105
-78.5000000000,20.5000000000,0.0000002786,0.3600466689,0.0103811463,0.0145163899
-78.5000000000,22.8999996185,0.0000012323,0.5772823925,0.0357222632,0.0310400249
-78.5000000000,23.0000000000,-0.0000000393,0.5667788347,0.0340207368,0.0301123564
-78.5000000000,23.1000003815,0.0000005393,0.5549481862,0.0324273035,0.0293165145
-78.5000000000,23.2000007629,0.0000013287,0.5419615811,0.0309469048,0.0286508289
-78.5000000000,23.2999992371,0.0000008144,0.5280366486,0.0295844730,0.0281136550
-78.5000000000,24.2999992371,0.0000006965,0.6275078716,0.0225387886,0.0180589688
-78.5000000000,24.3999996185,-0.0000009465,0.6024258155,0.0211980790,0.0176939331
-78.5000000000,24.5000000000,-0.0000005643,0.5744637650,0.0201152768,0.0176078726
-78.5000000000,24.6000003815,-0.0000004072,0.5455407910,0.0193066970,0.0177950077
-78.5000000000,24.7000007629,0.0000000429,0.5181261994,0.0188305210,0.0182717515
-78.5000000000,24.7999992371,-0.0000007251,0.5161689802,0.0204655640,0.0199244807
-78.5000000000,24.8999996185,0.0000001786,0.5064211013,0.0221948717,0.0220134547
-78.5000000000,25.0000000000,-0.0000001500,0.4919442860,0.0240388121,0.0245324539
-78.5000000000,25.1000003815,0.0000000286,0.4753191148,0.0260221865,0.0274733853
-78.5000000000,27.3999996185,-0.0000001179,0.5013503599,0.0368761420,0.0368768181
-78.5000000000,27.5000000000,0.0000012001,0.5023871487,0.0367209949,0.0366465109
-78.5000000000,27.6000003815,0.0000006179,0.5038891510,0.0367312394,0.0365477379
-78.5000000000,27.7000007629,-0.0000001786,0.5058504298,0.0369072407,0.0365803888
-78.5000000000,27.7999992371,0.0000009680,0.5082577063,0.0372495316,0.0367443353
-78.5000000000,27.8999996185,-0.0000011180,0.5078461994,0.0372269638,0.0367518090
-78.5000000000,28.0000000000,-0.0000002107,0.5060219908,0.0370702036,0.0367290440
-78.5000000000,28.1000003815,0.0000006179,0.5045836641,0.0370715708,0.0368348107
-78.5000000000,28.2000007629,0.0000023574,0.5035381493,0.0372308232,0.0370692180
-78.5000000000,28.2999992371,-0.0000003572,0.5016939539,0.0372918621,0.0372659473
-78.5000000000,28.3999996185,-0.0000005501,0.4961793755,0.0366568677,0.0370391288
-78.5000000000,28.5000000000,0.0000006965,0.4909249683,0.0361732990,0.0369419833
-78.5000000000,28.6000003815,0.0000007001,0.4859757911,0.0358404666,0.0369747449
-78.5000000000,28.7000007629,-0.0000011894,0.4813699351,0.0356575809,0.0371376070
-78.5000000000,28.7999992371,-0.0000008179,0.4746162381,0.0347867496,0.0367472392
-78.5000000000,28.8999996185,-0.0000007822,0.4674590804,0.0338993147,0.0363591253
-78.5000000000,29.0000000000,0.0000004572,0.4604365799,0.0331576541,0.0361067548
-78.5000000000,29.1000003815,-0.0000003643,0.4536233306,0.0325613432,0.0359902871
-78.5000000000,29.2000007629,-0.0000006001,0.4474536290,0.0318738669,0.0357169498
-78.5000000000,29.2999992371,0.0000002072,0.4420026371,0.0310613830,0.0352371014
-78.5000000000,29.3999996185,0.0000007644,0.4368799553,0.0304005649,0.0348928127
-78.5000000000,29.5000000000,0.0000011466,0.4321361024,0.0298903547,0.0346844221
-78.5000000000,29.6000003815,-0.0000001679,0.4278987172,0.0294729248,0.0345391366
-78.5000000000,29.7000007629,-0.0000003107,0.4249965673,0.0287521556,0.0339263386
-78.5000000000,29.7999992371,0.0000002607,0.4228573453,0.0282442234,0.0334968698
-78.5000000000,29.8999996185,0.0000007394,0.4215250037,0.0279479399,0.0332509871
-78.5000000000,30.0000000000,0.0000000250,0.4210250034,0.0278624482,0.0331888285
-78.5000000000,30.1000003815,0.0000003143,0.4191803773,0.0275884941,0.0330076641
-78.5000000000,30.2000007629,0.0000000107,0.4179582970,0.0274761282,0.0329694614
-78.5000000000,30.2999992371,0.0000002357,0.4180945562,0.0276561212,0.0331740030
-78.5000000000,30.3999996185,-0.0000009965,0.4195627998,0.0281285103,0.0336212158
-78.5000000000,30.5000000000,-0.0000001714,0.4205601889,0.0286070909,0.0341106977
-78.5000000000,30.6000003815,-0.0000008858,0.4206764055,0.0290395096,0.0346152583
-78.5000000000,30.7000007629,0.0000001393,0.4220424910,0.0297890995,0.0353915881
-78.5000000000,30.7999992371,0.0000011430,0.4245664310,0.0308569036,0.0364393116
-78.5000000000,30.8999996185,-0.0000005751,0.4268467187,0.0320496485,0.0376423390
-78.5000000000,31.0000000000,-0.0000000929,0.4225153135,0.0323973522,0.0384386721
-78.5000000000,31.1000003815,0.0000003858,0.4190828379,0.0330318213,0.0395096564
-78.5000000000,31.2000007629,-0.0000002607,0.4165178880,0.0339510627,0.0408558279
-78.5000000000,31.2999992371,-0.0000008072,0.4147659842,0.0351535901,0.0424776195
-78.5000000000,31.3999996185,0.0000006429,0.4058441528,0.0350792818,0.0433176755
-78.5000000000,31.5000000000,0.0000001643,0.3963173572,0.0350349136,0.0443005793
-78.5000000000,31.6000003815,-0.0000011823,0.3875434378,0.0352632068,0.0455958120
-78.5000000000,31.7000007629,0.0000007358,0.3795962671,0.0357610509,0.0472040603
-78.5000000000,31.7999992371,-0.0000000964,0.3675905210,0.0353480093,0.0481806867
-78.5000000000,31.8999996185,0.0000006858,0.3538720924,0.0346186645,0.0490140925
-78.5000000000,32.0000000000,-0.0000006751,0.3419804782,0.0343858711,0.0503746112
-78.5000000000,32.0999984741,0.0000011537,0.3319438095,0.0346326642,0.0522664559
-78.5000000000,32.2000007629,-0.0000002536,0.3211346405,0.0348470584,0.0543561499
-78.5000000000,32.2999992371,0.0000000857,0.3077549399,0.0346871950,0.0564552205
-78.5000000000,32.4000015259,0.0000013501,0.2964652571,0.0350441784,0.0592033477
-78.5000000000,32.5000000000,0.0000002715,0.2871438918,0.0358962640,0.0626057072
-78.5000000000,32.5999984741,0.0000009715,0.2789561599,0.0370798744,0.0665618312
-78.5000000000,32.7000007629,-0.0000008608,0.2683554225,0.0379359126,0.0707822174
-78.5000000000,32.7999992371,-0.0000007036,0.2594329104,0.0394512303,0.0761335885
-78.5000000000,32.9000015259,-0.0000000893,0.2521119659,0.0416080244,0.0826189400
-78.5000000000,33.0000000000,0.0000007215,0.2462240357,0.0443900041,0.0902414925
-78.5000000000,33.0999984741,-0.0000000107,0.2391199931,0.0474429727,0.0993032746
-78.5000000000,33.2000007629,0.0000005001,0.2335923633,0.0514439456,0.1102147848
-78.5000000000,33.2999992371,-0.0000009751,0.2295188303,0.0564079769,0.1229831134
-78.5000000000,33.4000015259,0.0000018431,0.2265961713,0.0623194948,0.1376122413
-78.5000000000,55.0000000000,0.0000004840,0.9295191396,0.1330690831,0.0716795283
-78.5000000000,55.0999984741,0.0000006572,0.9394790119,0.1343234032,0.0715882406
-78.5000000000,55.2000007629,-0.0000001411,0.9494600776,0.1357342750,0.0715797168
-78.5000000000,55.2999992371,0.0000005853,0.9831874941,0.1356860846,0.0691031583
-78.5000000000,55.4000015259,-0.0000001402,1.0206336209,0.1357512176,0.0666034028
-78.5000000000,56.7000007629,-0.0000000534,0.8052468071,0.0445361547,0.0277537295
-78.5000000000,56.7999992371,0.0000002616,0.8354779699,0.0436525494,0.0262242971
-78.5000000000,56.9000015259,-0.0000006036,0.8435854522,0.0423719101,0.0252141778
-78.5000000000,57.0000000000,-0.0000002377,0.8187256150,0.0406638943,0.0249336522
-78.5000000000,57.0999984741,0.0000004370,0.7748412239,0.0386506543,0.0250410157
-78.5000000000,57.2000007629,0.0000002115,0.7182193251,0.0366499871,0.0256144813
-78.5000000000,57.2999992371,-0.0000001471,0.6567939990,0.0348370560,0.0266205346
-78.5000000000,57.4000015259,0.0000000736,0.5964920904,0.0330852345,0.0278331711
-78.5000000000,57.5000000000,-0.0000005766,0.5497874473,0.0312363897,0.0285076963
-78.5000000000,57.5999984741,-0.0000004304,0.5092630907,0.0294412859,0.0290057723
-78.5000000000,57.7000007629,0.0000004050,0.4718057850,0.0278006699,0.0295619850
-78.5000000000,57.7999992371,0.0000004619,0.4413272606,0.0261125471,0.0296841085
-78.5000000000,57.9000015259,-0.0000002331,0.4126653961,0.0245921388,0.0298967058
-78.5000000000,58.0000000000,0.0000002362,0.3863642510,0.0232384112,0.0301731902
-78.5000000000,58.0999984741,-0.0000001132,0.3622157623,0.0220359843,0.0305183123
-78.5000000000,58.2000007629,0.0000000623,0.3397992258,0.0209887996,0.0309841193
-78.5000000000,58.2999992371,0.0000004295,0.3186993767,0.0200204905,0.0315096794
-78.5000000000,58.4000015259,-0.0000000272,0.2993204723,0.0191786177,0.0321369295
-78.5000000000,59.2999992371,0.0000002656,0.5219347182,0.0410836153,0.0394570439
-78.5000000000,59.4000015259,-0.0000003690,0.5341817553,0.0418521538,0.0392740764
-78.5000000000,59.5000000000,-0.0000002050,0.5472446632,0.0428927019,0.0392896941
-78.5000000000,59.5999984741,-0.0000007311,0.5489809011,0.0426009968,0.0389000718
-78.5000000000,59.7000007629,-0.0000001981,0.5473258406,0.0420765504,0.0385383006
-78.5000000000,59.7999992371,0.0000001271,0.5433243895,0.0414593033,0.0382533612
-78.5000000000,59.9000015259,-0.0000000919,0.5348686303,0.0404473916,0.0379105850
