lon,lat,Y,lambda_est,sigma_ou_sq_est,sigma_i_sq
-38.5000000000,51.5000000000,-0.0000001536,0.2538228115,0.0301092695,0.0594115910
-38.5000000000,51.5999984741,-0.0000000875,0.2499006793,0.0290290229,0.0581811204
-38.5000000000,51.7000007629,0.0000001500,0.2446887131,0.0277142357,0.0567316185
-38.5000000000,51.7999992371,-0.0000003313,0.2387934210,0.0263684653,0.0553118755
-38.5000000000,51.9000015259,0.0000001893,0.2333230688,0.0252919216,0.0542993591
-38.5000000000,52.0000000000,0.0000002375,0.2278883205,0.0242627226,0.0533338001
-38.5000000000,52.0999984741,0.0000002295,0.2225466974,0.0232919641,0.0524305094
-38.5000000000,52.2000007629,0.0000000982,0.2177703319,0.0225603227,0.0518984302
-38.5000000000,52.2999992371,-0.0000000393,0.2132384135,0.0218930710,0.0514347259
-38.5000000000,52.4000015259,-0.0000003920,0.2090343096,0.0212707426,0.0509785919
-38.5000000000,52.5000000000,0.0000000009,0.2056646140,0.0208883230,0.0508824914
-38.5000000000,52.5999984741,-0.0000001688,0.2030011876,0.0206019394,0.0508433963
-38.5000000000,52.7000007629,0.0000002572,0.2010233673,0.0203476101,0.0507100619
-38.5000000000,52.7999992371,0.0000000920,0.1999409341,0.0203182809,0.0509107082
-38.5000000000,52.9000015259,0.0000001973,0.1990217026,0.0202932004,0.0510823806
-38.5000000000,53.0000000000,0.0000002366,0.1975679017,0.0200822335,0.0509236239
-38.5000000000,53.0999984741,-0.0000002831,0.1966337276,0.0200125147,0.0509877976
-38.5000000000,53.2000007629,-0.0000001241,0.1951711767,0.0197796952,0.0507726852
-38.5000000000,53.2999992371,0.0000002786,0.1924306147,0.0191793013,0.0499343295
-38.5000000000,53.4000015259,0.0000000420,0.1901602989,0.0187162329,0.0493117255
-38.5000000000,53.5000000000,-0.0000002277,0.1877086073,0.0181718003,0.0485042809
-38.5000000000,53.5999984741,-0.0000002759,0.1847685546,0.0174448118,0.0473071988
-38.5000000000,53.7000007629,-0.0000000822,0.1824645155,0.0168856233,0.0463709785
-38.5000000000,53.7999992371,0.0000001357,0.1808572496,0.0164368376,0.0455414674
-38.5000000000,53.9000015259,-0.0000000527,0.1800608483,0.0160879418,0.0447736255
-38.5000000000,54.0000000000,0.0000004224,0.1801005500,0.0159162283,0.0442870619
-38.5000000000,54.0999984741,-0.0000002054,0.1807151552,0.0158768017,0.0440276985
-38.5000000000,54.2000007629,-0.0000001179,0.1818054877,0.0159481280,0.0439604141
-38.5000000000,54.2999992371,0.0000002081,0.1836701906,0.0161753930,0.0441338004
-38.5000000000,54.4000015259,0.0000001438,0.1852626909,0.0163794383,0.0443059820
-38.5000000000,54.5000000000,0.0000001000,0.1866559312,0.0165698733,0.0444861419
-38.5000000000,54.5999984741,-0.0000001036,0.1886721049,0.0168902278,0.0448607976
-38.5000000000,54.7000007629,0.0000000589,0.1894900620,0.0169913638,0.0449344458
-38.5000000000,54.7999992371,0.0000000125,0.1898099201,0.0170094222,0.0449064626
-38.5000000000,54.9000015259,0.0000001295,0.1906024836,0.0171323717,0.0450426769
-38.5000000000,55.0000000000,-0.0000003420,0.1895041444,0.0169446561,0.0448078775
-38.5000000000,55.0999984741,-0.0000000384,0.1881719102,0.0167385954,0.0445768707
-38.5000000000,55.2000007629,-0.0000001134,0.1873493929,0.0166432634,0.0445177137
-38.5000000000,55.2999992371,-0.0000000348,0.1863213289,0.0164966714,0.0443694121
-38.5000000000,55.4000015259,0.0000000772,0.1857874467,0.0164626166,0.0444049757
-38.5000000000,55.5000000000,-0.0000001094,0.1857423453,0.0165369697,0.0446158848
-38.5000000000,55.5999984741,0.0000000558,0.1848464320,0.0163739473,0.0443906771
-38.5000000000,55.7000007629,-0.0000003554,0.1845589530,0.0163586922,0.0444183382
-38.5000000000,55.7999992371,0.0000003505,0.1842573363,0.0163351912,0.0444271121
-38.5000000000,55.9000015259,-0.0000002094,0.1823938483,0.0159485340,0.0438200436
-38.5000000000,56.0000000000,0.0000001893,0.1809378920,0.0157048199,0.0434983721
-38.5000000000,56.0999984741,-0.0000000438,0.1785708380,0.0153123038,0.0429745924
-38.5000000000,56.2000007629,-0.0000000455,0.1750393304,0.0147277983,0.0421699687
-38.5000000000,56.2999992371,0.0000001299,0.1722111756,0.0143471695,0.0417557448
-38.5000000000,56.4000015259,0.0000000286,0.1703156413,0.0140058631,0.0412173719
-38.5000000000,56.5000000000,-0.0000000567,0.1694249175,0.0137724336,0.0407446520
-38.5000000000,56.5999984741,0.0000002121,0.1694901386,0.0137302773,0.0406046495
-38.5000000000,56.7000007629,0.0000000205,0.1715049012,0.0136581380,0.0399185063
-38.5000000000,56.7999992371,0.0000000607,0.1743286562,0.0136860749,0.0393536579
-38.5000000000,56.9000015259,-0.0000003246,0.1776923773,0.0137843331,0.0388870694
-38.5000000000,57.0000000000,-0.0000000107,0.1804849694,0.0136451209,0.0379012666
-38.5000000000,57.0999984741,0.0000000326,0.1833613292,0.0135737378,0.0371136328
-38.5000000000,57.2000007629,0.0000001697,0.1848248338,0.0133567862,0.0362336352
-38.5000000000,57.2999992371,0.0000002433,0.1843695146,0.0129305571,0.0351669609
-38.5000000000,57.4000015259,-0.0000000772,0.1839737129,0.0125869354,0.0343085161
-38.5000000000,57.5000000000,-0.0000002929,0.1815765459,0.0120281689,0.0332214828
-38.5000000000,57.5999984741,0.0000000505,0.1788065289,0.0114703672,0.0321747997
-38.5000000000,57.7000007629,0.0000000241,0.1765121117,0.0110215778,0.0313204575
-38.5000000000,57.7999992371,-0.0000000313,0.1741187034,0.0105503313,0.0303963757
-38.5000000000,57.9000015259,0.0000002652,0.1730529132,0.0102798883,0.0298015754
-38.5000000000,58.0000000000,0.0000002581,0.1733021413,0.0101950923,0.0295142133
-38.5000000000,58.0999984741,-0.0000000500,0.1748100428,0.0102785649,0.0294992402
-38.5000000000,58.2000007629,0.0000003491,0.1777079422,0.0105498303,0.0297830579
-38.5000000000,58.2999992371,-0.0000001232,0.1795520134,0.0106831118,0.0298493513
-38.5000000000,58.4000015259,-0.0000002081,0.1812810246,0.0108070774,0.0299075251
-38.5000000000,58.5000000000,-0.0000001348,0.1838786438,0.0110393297,0.0301179767
-38.5000000000,58.5999984741,-0.0000003250,0.1888187281,0.0114617348,0.0304511598
-38.5000000000,58.7000007629,0.0000002000,0.1945715514,0.0120010525,0.0309396896
-38.5000000000,58.7999992371,0.0000001304,0.2015364046,0.0126531795,0.0314917962
-38.5000000000,58.9000015259,-0.0000000795,0.2099796500,0.0134528084,0.0321336003
-38.5000000000,59.0000000000,-0.0000001598,0.2196112336,0.0144310780,0.0329559650
-38.5000000000,59.0999984741,0.0000001143,0.2269213280,0.0150001133,0.0331513518
-38.5000000000,59.2000007629,0.0000000250,0.2357942242,0.0157927368,0.0335883877
-38.5000000000,59.2999992371,0.0000001036,0.2451671481,0.0166711975,0.0340996562
-38.5000000000,59.4000015259,-0.0000001839,0.2540104890,0.0174855534,0.0345189594
-38.5000000000,59.5000000000,-0.0000000143,0.2647963572,0.0186191518,0.0352574923
-38.5000000000,59.5999984741,0.0000002857,0.2712537379,0.0192161519,0.0355209901
-38.5000000000,59.7000007629,0.0000002018,0.2774299289,0.0198111068,0.0358047038
-38.5000000000,59.7999992371,0.0000000232,0.2813656577,0.0201844499,0.0359687162
-38.5000000000,59.9000015259,0.0000000982,0.2780950596,0.0197177976,0.0355515425
-38.5000000000,60.0000000000,0.0000003500,0.2756659015,0.0194065683,0.0352994355
-38.0000000000,20.1000003815,-0.0000002143,0.1828113616,0.0073823328,0.0202911215
-38.0000000000,20.2000007629,-0.0000004822,0.1849663093,0.0074338997,0.0201952803
-38.0000000000,20.2999992371,0.0000001286,0.1874227516,0.0075112944,0.0201383742
-38.0000000000,20.3999996185,-0.0000006322,0.1901879308,0.0076151914,0.0201201752
-38.0000000000,20.5000000000,-0.0000001964,0.1932686678,0.0077464068,0.0201405139
-38.0000000000,20.6000003815,-0.0000003929,0.1962907348,0.0078632915,0.0201297063
-38.0000000000,20.7000007629,-0.0000002822,0.1992885993,0.0079708491,0.0200982565
-38.0000000000,20.7999992371,0.0000005322,0.2025653727,0.0081035169,0.0201022264
-38.0000000000,20.8999996185,0.0000000179,0.2061240631,0.0082620513,0.0201414526
-38.0000000000,21.0000000000,0.0000000750,0.2099655702,0.0084472029,0.0202156857
-38.0000000000,21.1000003815,0.0000005822,0.2128362295,0.0085914657,0.0202832782
-38.0000000000,21.2000007629,0.0000002357,0.2158658969,0.0087606572,0.0203918972
-38.0000000000,21.2999992371,-0.0000000107,0.2192343725,0.0089658061,0.0205479936
-38.0000000000,21.3999996185,-0.0000009001,0.2229360042,0.0092078429,0.0207513141
-38.0000000000,21.5000000000,0.0000003858,0.2268763521,0.0094783325,0.0209887625
-38.0000000000,21.6000003815,-0.0000008358,0.2308552279,0.0097560845,0.0212303089
-38.0000000000,21.7000007629,0.0000003143,0.2352019158,0.0100784432,0.0215250874
-38.0000000000,21.7999992371,0.0000013466,0.2399033866,0.0104467059,0.0218727353
-38.0000000000,21.8999996185,0.0000005393,0.2449434167,0.0108622117,0.0222728999
-38.0000000000,22.0000000000,0.0000001500,0.2498280770,0.0112536540,0.0226227968
-38.0000000000,22.1000003815,-0.0000002500,0.2546460138,0.0116323149,0.0229401668
-38.0000000000,22.2000007629,-0.0000005001,0.2597399448,0.0120520061,0.0233001398
-38.0000000000,22.2999992371,-0.0000015037,0.2650955846,0.0125138210,0.0237024697
-38.0000000000,22.3999996185,0.0000011573,0.2706964993,0.0130188046,0.0241468655
-38.0000000000,22.5000000000,-0.0000008822,0.2745964869,0.0132731069,0.0242683844
-38.0000000000,22.6000003815,-0.0000007251,0.2786037048,0.0135445222,0.0244078645
-38.0000000000,22.7000007629,0.0000004286,0.2828334762,0.0138524156,0.0245886422
-38.0000000000,22.7999992371,0.0000005965,0.2872741178,0.0141974138,0.0248105690
-38.0000000000,22.8999996185,0.0000002250,0.2913015259,0.0144912517,0.0249732849
-38.0000000000,23.0000000000,0.0000002179,0.2942968673,0.0146444878,0.0249804683
-38.0000000000,23.1000003815,-0.0000010358,0.2975483388,0.0148456320,0.0250465886
-38.0000000000,23.2000007629,0.0000015680,0.3010444415,0.0150952730,0.0251715027
-38.0000000000,23.2999992371,0.0000008251,0.3047701522,0.0153939901,0.0253550815
-38.0000000000,23.3999996185,-0.0000012716,0.3084964922,0.0156362746,0.0254427105
-38.0000000000,23.5000000000,-0.0000003107,0.3123679954,0.0158864241,0.0255290202
-38.0000000000,23.6000003815,-0.0000001143,0.3164530982,0.0161847658,0.0256721400
-38.0000000000,23.7000007629,0.0000001464,0.3207329867,0.0165318158,0.0258719294
-38.0000000000,23.7999992371,-0.0000004215,0.3250627020,0.0168959014,0.0260886805
-38.0000000000,23.8999996185,-0.0000001036,0.3288624403,0.0171140525,0.0261200778
-38.0000000000,24.0000000000,-0.0000006965,0.3329153027,0.0173801482,0.0262029578
-38.0000000000,24.1000003815,0.0000011644,0.3372080004,0.0176947620,0.0263371622
-38.0000000000,24.2000007629,0.0000004715,0.3417255701,0.0180585217,0.0265225496
-38.0000000000,24.2999992371,-0.0000004751,0.3455692764,0.0183383226,0.0266334969
-38.0000000000,24.3999996185,0.0000007322,0.3490244453,0.0185736790,0.0267079916
-38.0000000000,24.5000000000,-0.0000002286,0.3527509949,0.0188652892,0.0268402352
-38.0000000000,24.6000003815,0.0000006644,0.3567331005,0.0192136224,0.0270299687
-38.0000000000,24.7000007629,0.0000010608,0.3608854566,0.0196103603,0.0272697846
-38.0000000000,24.7999992371,-0.0000006215,0.3624591352,0.0196977295,0.0272723452
-38.0000000000,24.8999996185,-0.0000009251,0.3641742687,0.0198347457,0.0273324919
-38.0000000000,25.0000000000,-0.0000004893,0.3660222754,0.0200215541,0.0274501853
-38.0000000000,25.1000003815,-0.0000011501,0.3679933981,0.0202583205,0.0276253858
-38.0000000000,25.2000007629,0.0000011108,0.3690279322,0.0204157829,0.0277615686
-38.0000000000,25.2999992371,-0.0000000500,0.3690576846,0.0204847660,0.0278527970
-38.0000000000,25.3999996185,-0.0000001857,0.3691693146,0.0205989704,0.0279990825
-38.0000000000,25.5000000000,-0.0000008179,0.3693610094,0.0207584202,0.0282004487
-38.0000000000,25.6000003815,0.0000007215,0.3696301579,0.0209631007,0.0284568592
-38.0000000000,25.7000007629,-0.0000001572,0.3716111452,0.0211871546,0.0286071571
-38.0000000000,25.7999992371,0.0000002179,0.3737427811,0.0214557741,0.0288039311
-38.0000000000,25.8999996185,0.0000003786,0.3759683645,0.0217698663,0.0290517263
-38.0000000000,26.0000000000,0.0000003965,0.3782761243,0.0221295208,0.0293504858
-38.0000000000,26.1000003815,-0.0000003072,0.3823437122,0.0226050522,0.0296611664
-38.0000000000,26.2000007629,-0.0000004679,0.3884981896,0.0232242923,0.0299898334
-38.0000000000,26.2999992371,0.0000005572,0.3948670757,0.0239162203,0.0303838876
-38.0000000000,26.3999996185,-0.0000001822,0.4014165756,0.0246816035,0.0308431295
-38.0000000000,26.5000000000,0.0000001822,0.4081098995,0.0255210511,0.0313673757
-38.0000000000,26.6000003815,-0.0000005393,0.4176466822,0.0264888573,0.0318120409
-38.0000000000,26.7000007629,-0.0000013859,0.4275427253,0.0275661387,0.0323378759
-38.0000000000,26.7999992371,-0.0000006786,0.4377035504,0.0287539046,0.0329463233
-38.0000000000,26.8999996185,-0.0000012930,0.4480600791,0.0300531778,0.0336369956
-38.0000000000,27.0000000000,-0.0000006608,0.4592992921,0.0313624777,0.0342416569
-38.0000000000,27.1000003815,-0.0000005322,0.4716168373,0.0327224508,0.0347917754
-38.0000000000,27.2000007629,-0.0000012930,0.4843351331,0.0342384093,0.0354457832
-38.0000000000,27.2999992371,0.0000010251,0.4973551931,0.0359121785,0.0362031502
-38.0000000000,27.3999996185,0.0000000429,0.5108285725,0.0377175920,0.0370180524
-38.0000000000,27.5000000000,0.0000002822,0.5280007470,0.0393562242,0.0373690990
-38.0000000000,27.6000003815,-0.0000003750,0.5459163098,0.0411855206,0.0378214601
-38.0000000000,27.7000007629,-0.0000004715,0.5644537894,0.0432080477,0.0383742118
-38.0000000000,27.7999992371,0.0000008001,0.5834762547,0.0454256423,0.0390267275
-38.0000000000,27.8999996185,-0.0000006251,0.5952711226,0.0467277244,0.0393491107
-38.0000000000,28.0000000000,-0.0000002643,0.6030729726,0.0475578085,0.0395295638
-38.0000000000,28.1000003815,-0.0000009465,0.6110014540,0.0485194027,0.0398048177
-38.0000000000,28.2000007629,0.0000001322,0.6190021981,0.0496128276,0.0401748396
-38.0000000000,28.2999992371,-0.0000005608,0.6245433294,0.0505136624,0.0405404787
-38.0000000000,28.3999996185,-0.0000004072,0.6215920896,0.0504658110,0.0406939939
-38.0000000000,28.5000000000,-0.0000009501,0.6182443742,0.0505460463,0.0409786949
-38.0000000000,28.6000003815,0.0000004393,0.6145502953,0.0507549308,0.0413943670
-38.0000000000,28.7000007629,-0.0000006429,0.6105641896,0.0510929823,0.0419407951
-38.0000000000,28.7999992371,-0.0000005465,0.6040073954,0.0509903543,0.0423100413
-38.0000000000,28.8999996185,0.0000000929,0.5969336025,0.0508999899,0.0427345490
-38.0000000000,29.0000000000,-0.0000015716,0.5898713704,0.0509325378,0.0432725799
-38.0000000000,29.1000003815,-0.0000001357,0.5828818150,0.0510884002,0.0439239784
-38.0000000000,29.2000007629,-0.0000003286,0.5794168298,0.0512602180,0.0443343192
-38.0000000000,29.2999992371,0.0000001464,0.5799095328,0.0514052100,0.0444217495
-38.0000000000,29.3999996185,0.0000006608,0.5803314097,0.0516399890,0.0445918095
-38.0000000000,29.5000000000,-0.0000000500,0.5806806473,0.0519644953,0.0448444698
-38.0000000000,29.6000003815,-0.0000013894,0.5807133860,0.0522874072,0.0451199776
-38.0000000000,29.7000007629,-0.0000004715,0.5786030550,0.0519315302,0.0449766471
-38.0000000000,29.7999992371,-0.0000003858,0.5764693651,0.0516973622,0.0449396440
-38.0000000000,29.8999996185,0.0000000000,0.5743279228,0.0515849963,0.0450090095
-38.0000000000,30.0000000000,0.0000007644,0.5721936408,0.0515943281,0.0451846745
